Tree,Location,Timestamp,Depth,Moisture,Temperature
FB7,Inner,2023-08-02T09:07:00Z,1,0,22.2
FB7,Inner,2023-08-02T09:07:00Z,2,14.4,21.6
FB7,Inner,2023-08-02T09:07:00Z,3,5.9,21
FB7,Inner,2023-08-02T09:07:00Z,4,0,20.8
FB7,Inner,2023-08-02T09:07:00Z,5,21.3,20.8
FB7,Inner,2023-08-02T09:07:00Z,6,34.2,20.7
FB7,Inner,2023-08-02T09:07:00Z,7,NA,20.3
FB7,Inner,2023-08-02T10:07:00Z,1,0,20
FB7,Inner,2023-08-02T10:07:00Z,2,14.8,20
FB7,Inner,2023-08-02T10:07:00Z,3,5.9,20.1
FB7,Inner,2023-08-02T10:07:00Z,4,0,19.8
FB7,Inner,2023-08-02T10:07:00Z,5,21.3,19.8
FB7,Inner,2023-08-02T10:07:00Z,6,34.5,19.8
FB7,Inner,2023-08-02T10:07:00Z,7,NA,19.5
FB7,Inner,2023-08-02T11:07:00Z,1,0,20
FB7,Inner,2023-08-02T11:07:00Z,2,14.9,20
FB7,Inner,2023-08-02T11:07:00Z,3,6,20.1
FB7,Inner,2023-08-02T11:07:00Z,4,0,19.7
FB7,Inner,2023-08-02T11:07:00Z,5,21.3,19.7
FB7,Inner,2023-08-02T11:07:00Z,6,34.6,19.8
FB7,Inner,2023-08-02T11:07:00Z,7,NA,19.5
FB7,Inner,2023-08-02T12:07:00Z,1,0,20.1
FB7,Inner,2023-08-02T12:07:00Z,2,15,20
FB7,Inner,2023-08-02T12:07:00Z,3,6,20.1
FB7,Inner,2023-08-02T12:07:00Z,4,0,19.7
FB7,Inner,2023-08-02T12:07:00Z,5,21.3,19.8
FB7,Inner,2023-08-02T12:07:00Z,6,34.6,19.8
FB7,Inner,2023-08-02T12:07:00Z,7,NA,19.5
FB7,Inner,2023-08-02T13:07:00Z,1,0,20.5
FB7,Inner,2023-08-02T13:07:00Z,2,15.1,20
FB7,Inner,2023-08-02T13:07:00Z,3,6.1,20.1
FB7,Inner,2023-08-02T13:07:00Z,4,0,19.7
FB7,Inner,2023-08-02T13:07:00Z,5,21.3,19.8
FB7,Inner,2023-08-02T13:07:00Z,6,34.6,19.8
FB7,Inner,2023-08-02T13:07:00Z,7,NA,19.5
FB7,Inner,2023-08-02T14:07:00Z,1,0,20.3
FB7,Inner,2023-08-02T14:07:00Z,2,15.1,20
FB7,Inner,2023-08-02T14:07:00Z,3,6.1,20
FB7,Inner,2023-08-02T14:07:00Z,4,0,19.7
FB7,Inner,2023-08-02T14:07:00Z,5,21.3,19.8
FB7,Inner,2023-08-02T14:07:00Z,6,34.7,19.8
FB7,Inner,2023-08-02T14:07:00Z,7,NA,19.3
FB7,Inner,2023-08-02T15:07:00Z,1,0,20.2
FB7,Inner,2023-08-02T15:07:00Z,2,15.2,20
FB7,Inner,2023-08-02T15:07:00Z,3,6.1,20
FB7,Inner,2023-08-02T15:07:00Z,4,0,19.7
FB7,Inner,2023-08-02T15:07:00Z,5,21.4,19.8
FB7,Inner,2023-08-02T15:07:00Z,6,34.7,19.7
FB7,Inner,2023-08-02T15:07:00Z,7,NA,19.5
FB7,Inner,2023-08-02T16:07:00Z,1,0,20.2
FB7,Inner,2023-08-02T16:07:00Z,2,15.2,20.1
FB7,Inner,2023-08-02T16:07:00Z,3,6.2,20
FB7,Inner,2023-08-02T16:07:00Z,4,0,19.7
FB7,Inner,2023-08-02T16:07:00Z,5,21.4,19.7
FB7,Inner,2023-08-02T16:07:00Z,6,34.7,19.8
FB7,Inner,2023-08-02T16:07:00Z,7,NA,19.5
FB7,Inner,2023-08-02T17:07:00Z,1,0,20.2
FB7,Inner,2023-08-02T17:07:00Z,2,15.3,20
FB7,Inner,2023-08-02T17:07:00Z,3,6.2,20
FB7,Inner,2023-08-02T17:07:00Z,4,0,19.7
FB7,Inner,2023-08-02T17:07:00Z,5,21.4,19.7
FB7,Inner,2023-08-02T17:07:00Z,6,34.8,19.8
FB7,Inner,2023-08-02T17:07:00Z,7,NA,19.5
FB7,Inner,2023-08-02T18:07:00Z,1,0,20.1
FB7,Inner,2023-08-02T18:07:00Z,2,15.3,20
FB7,Inner,2023-08-02T18:07:00Z,3,6.2,20
FB7,Inner,2023-08-02T18:07:00Z,4,0,19.7
FB7,Inner,2023-08-02T18:07:00Z,5,21.4,19.7
FB7,Inner,2023-08-02T18:07:00Z,6,34.8,19.8
FB7,Inner,2023-08-02T18:07:00Z,7,NA,19.3
FB7,Inner,2023-08-02T19:07:00Z,1,0,20.1
FB7,Inner,2023-08-02T19:07:00Z,2,15.3,20.1
FB7,Inner,2023-08-02T19:07:00Z,3,6.2,20
FB7,Inner,2023-08-02T19:07:00Z,4,0,19.7
FB7,Inner,2023-08-02T19:07:00Z,5,21.4,19.7
FB7,Inner,2023-08-02T19:07:00Z,6,34.8,19.7
FB7,Inner,2023-08-02T19:07:00Z,7,NA,19.3
FB7,Inner,2023-08-02T20:07:00Z,1,0,20
FB7,Inner,2023-08-02T20:07:00Z,2,15.3,20.1
FB7,Inner,2023-08-02T20:07:00Z,3,6.2,20
FB7,Inner,2023-08-02T20:07:00Z,4,0,19.7
FB7,Inner,2023-08-02T20:07:00Z,5,21.5,19.7
FB7,Inner,2023-08-02T20:07:00Z,6,34.8,19.8
FB7,Inner,2023-08-02T20:07:00Z,7,NA,19.5
FB7,Inner,2023-08-02T21:07:00Z,1,0,20
FB7,Inner,2023-08-02T21:07:00Z,2,15.3,20.1
FB7,Inner,2023-08-02T21:07:00Z,3,6.3,20.1
FB7,Inner,2023-08-02T21:07:00Z,4,0,19.7
FB7,Inner,2023-08-02T21:07:00Z,5,21.4,19.7
FB7,Inner,2023-08-02T21:07:00Z,6,34.8,19.7
FB7,Inner,2023-08-02T21:07:00Z,7,NA,19.5
FB7,Inner,2023-08-02T22:07:00Z,1,0,19.8
FB7,Inner,2023-08-02T22:07:00Z,2,15.4,20.1
FB7,Inner,2023-08-02T22:07:00Z,3,6.3,20.1
FB7,Inner,2023-08-02T22:07:00Z,4,0,19.7
FB7,Inner,2023-08-02T22:07:00Z,5,21.5,19.7
FB7,Inner,2023-08-02T22:07:00Z,6,34.9,19.8
FB7,Inner,2023-08-02T22:07:00Z,7,NA,19.3
FB7,Inner,2023-08-02T23:07:00Z,1,0,19.8
FB7,Inner,2023-08-02T23:07:00Z,2,15.4,20
FB7,Inner,2023-08-02T23:07:00Z,3,6.3,20
FB7,Inner,2023-08-02T23:07:00Z,4,0,19.6
FB7,Inner,2023-08-02T23:07:00Z,5,21.5,19.7
FB7,Inner,2023-08-02T23:07:00Z,6,34.9,19.7
FB7,Inner,2023-08-02T23:07:00Z,7,NA,19.5
FB7,Inner,2023-08-03T00:07:00Z,1,0,19.8
FB7,Inner,2023-08-03T00:07:00Z,2,15.4,20
FB7,Inner,2023-08-03T00:07:00Z,3,6.3,20
FB7,Inner,2023-08-03T00:07:00Z,4,0,19.7
FB7,Inner,2023-08-03T00:07:00Z,5,21.5,19.7
FB7,Inner,2023-08-03T00:07:00Z,6,34.9,19.7
FB7,Inner,2023-08-03T00:07:00Z,7,NA,19.3
FB7,Inner,2023-08-03T01:07:00Z,1,0,19.7
FB7,Inner,2023-08-03T01:07:00Z,2,15.4,20
FB7,Inner,2023-08-03T01:07:00Z,3,6.3,20
FB7,Inner,2023-08-03T01:07:00Z,4,0,19.7
FB7,Inner,2023-08-03T01:07:00Z,5,21.5,19.7
FB7,Inner,2023-08-03T01:07:00Z,6,34.9,19.7
FB7,Inner,2023-08-03T01:07:00Z,7,NA,19.3
FB7,Inner,2023-08-03T02:07:00Z,1,0,19.7
FB7,Inner,2023-08-03T02:07:00Z,2,15.4,20
FB7,Inner,2023-08-03T02:07:00Z,3,6.3,20.1
FB7,Inner,2023-08-03T02:07:00Z,4,0,19.7
FB7,Inner,2023-08-03T02:07:00Z,5,21.6,19.7
FB7,Inner,2023-08-03T02:07:00Z,6,35,19.8
FB7,Inner,2023-08-03T02:07:00Z,7,NA,19.5
FB7,Inner,2023-08-03T03:07:00Z,1,0,19.7
FB7,Inner,2023-08-03T03:07:00Z,2,15.5,20
FB7,Inner,2023-08-03T03:07:00Z,3,6.3,20.1
FB7,Inner,2023-08-03T03:07:00Z,4,0,19.7
FB7,Inner,2023-08-03T03:07:00Z,5,21.5,19.7
FB7,Inner,2023-08-03T03:07:00Z,6,34.9,19.8
FB7,Inner,2023-08-03T03:07:00Z,7,NA,19.5
FB7,Inner,2023-08-03T04:07:00Z,1,0,19.6
FB7,Inner,2023-08-03T04:07:00Z,2,15.5,19.8
FB7,Inner,2023-08-03T04:07:00Z,3,6.4,20
FB7,Inner,2023-08-03T04:07:00Z,4,0,19.7
FB7,Inner,2023-08-03T04:07:00Z,5,21.6,19.7
FB7,Inner,2023-08-03T04:07:00Z,6,35,19.8
FB7,Inner,2023-08-03T04:07:00Z,7,NA,19.5
FB7,Inner,2023-08-03T05:07:00Z,1,0,19.6
FB7,Inner,2023-08-03T05:07:00Z,2,15.5,20
FB7,Inner,2023-08-03T05:07:00Z,3,6.4,20
FB7,Inner,2023-08-03T05:07:00Z,4,0,19.7
FB7,Inner,2023-08-03T05:07:00Z,5,21.6,19.7
FB7,Inner,2023-08-03T05:07:00Z,6,35,19.8
FB7,Inner,2023-08-03T05:07:00Z,7,NA,19.3
FB7,Inner,2023-08-03T06:07:00Z,1,0,19.6
FB7,Inner,2023-08-03T06:07:00Z,2,15.5,19.8
FB7,Inner,2023-08-03T06:07:00Z,3,6.4,20
FB7,Inner,2023-08-03T06:07:00Z,4,0,19.7
FB7,Inner,2023-08-03T06:07:00Z,5,21.6,19.7
FB7,Inner,2023-08-03T06:07:00Z,6,35,19.7
FB7,Inner,2023-08-03T06:07:00Z,7,NA,19.5
FB7,Inner,2023-08-03T07:07:00Z,1,0,19.5
FB7,Inner,2023-08-03T07:07:00Z,2,15.6,19.8
FB7,Inner,2023-08-03T07:07:00Z,3,6.4,20
FB7,Inner,2023-08-03T07:07:00Z,4,0,19.7
FB7,Inner,2023-08-03T07:07:00Z,5,21.6,19.7
FB7,Inner,2023-08-03T07:07:00Z,6,35,19.8
FB7,Inner,2023-08-03T07:07:00Z,7,NA,19.3
FB7,Inner,2023-08-03T08:07:00Z,1,0,19.6
FB7,Inner,2023-08-03T08:07:00Z,2,15.6,19.8
FB7,Inner,2023-08-03T08:07:00Z,3,6.4,20
FB7,Inner,2023-08-03T08:07:00Z,4,0,19.7
FB7,Inner,2023-08-03T08:07:00Z,5,21.6,19.7
FB7,Inner,2023-08-03T08:07:00Z,6,35,19.7
