Tree,Location,Timestamp,Depth,Moisture,Temperature
ET5,Inner,2023-07-26T11:10:00Z,1,14.2,19
ET5,Inner,2023-07-26T11:10:00Z,2,7.7,19.5
ET5,Inner,2023-07-26T11:10:00Z,3,10.5,19.8
ET5,Inner,2023-07-26T11:10:00Z,4,6.1,19.8
ET5,Inner,2023-07-26T11:10:00Z,5,23.2,20.2
ET5,Inner,2023-07-26T11:10:00Z,6,20,20
ET5,Inner,2023-07-26T11:10:00Z,7,NA,20.3
ET5,Inner,2023-07-26T12:10:00Z,1,14.2,19.1
ET5,Inner,2023-07-26T12:10:00Z,2,7.7,19.5
ET5,Inner,2023-07-26T12:10:00Z,3,10.5,19.7
ET5,Inner,2023-07-26T12:10:00Z,4,6.1,19.8
ET5,Inner,2023-07-26T12:10:00Z,5,23.2,20.2
ET5,Inner,2023-07-26T12:10:00Z,6,20,20
ET5,Inner,2023-07-26T12:10:00Z,7,NA,20.2
ET5,Inner,2023-07-26T13:10:00Z,1,14.1,19.2
ET5,Inner,2023-07-26T13:10:00Z,2,7.7,19.6
ET5,Inner,2023-07-26T13:10:00Z,3,10.5,19.7
ET5,Inner,2023-07-26T13:10:00Z,4,6.1,19.8
ET5,Inner,2023-07-26T13:10:00Z,5,23.2,20.1
ET5,Inner,2023-07-26T13:10:00Z,6,20,20
ET5,Inner,2023-07-26T13:10:00Z,7,NA,20.2
ET5,Inner,2023-07-26T14:10:00Z,1,14.1,19.3
ET5,Inner,2023-07-26T14:10:00Z,2,7.7,19.6
ET5,Inner,2023-07-26T14:10:00Z,3,10.5,19.7
ET5,Inner,2023-07-26T14:10:00Z,4,6.1,19.8
ET5,Inner,2023-07-26T14:10:00Z,5,23.2,20.2
ET5,Inner,2023-07-26T14:10:00Z,6,20,20
ET5,Inner,2023-07-26T14:10:00Z,7,NA,20.2
ET5,Inner,2023-07-26T15:10:00Z,1,14.1,19.5
ET5,Inner,2023-07-26T15:10:00Z,2,7.7,19.6
ET5,Inner,2023-07-26T15:10:00Z,3,10.5,19.7
ET5,Inner,2023-07-26T15:10:00Z,4,6.1,19.8
ET5,Inner,2023-07-26T15:10:00Z,5,23.2,20.1
ET5,Inner,2023-07-26T15:10:00Z,6,20,20
ET5,Inner,2023-07-26T15:10:00Z,7,NA,20.2
ET5,Inner,2023-07-26T16:10:00Z,1,14.1,19.5
ET5,Inner,2023-07-26T16:10:00Z,2,7.7,19.7
ET5,Inner,2023-07-26T16:10:00Z,3,10.5,19.7
ET5,Inner,2023-07-26T16:10:00Z,4,6.2,19.8
ET5,Inner,2023-07-26T16:10:00Z,5,23.2,20.1
ET5,Inner,2023-07-26T16:10:00Z,6,20,20
ET5,Inner,2023-07-26T16:10:00Z,7,NA,20.2
ET5,Inner,2023-07-26T17:10:00Z,1,14.1,19.5
ET5,Inner,2023-07-26T17:10:00Z,2,7.7,19.7
ET5,Inner,2023-07-26T17:10:00Z,3,10.5,19.7
ET5,Inner,2023-07-26T17:10:00Z,4,6.1,19.7
ET5,Inner,2023-07-26T17:10:00Z,5,23.2,20.2
ET5,Inner,2023-07-26T17:10:00Z,6,20,20
ET5,Inner,2023-07-26T17:10:00Z,7,NA,20.2
ET5,Inner,2023-07-26T18:10:00Z,1,14.1,19.5
ET5,Inner,2023-07-26T18:10:00Z,2,7.7,19.8
ET5,Inner,2023-07-26T18:10:00Z,3,10.5,19.7
ET5,Inner,2023-07-26T18:10:00Z,4,6.1,19.8
ET5,Inner,2023-07-26T18:10:00Z,5,23.2,20.2
ET5,Inner,2023-07-26T18:10:00Z,6,20,20
ET5,Inner,2023-07-26T18:10:00Z,7,NA,20.2
ET5,Inner,2023-07-26T19:10:00Z,1,14,19.5
ET5,Inner,2023-07-26T19:10:00Z,2,7.7,19.8
ET5,Inner,2023-07-26T19:10:00Z,3,10.5,19.8
ET5,Inner,2023-07-26T19:10:00Z,4,6.1,19.8
ET5,Inner,2023-07-26T19:10:00Z,5,23.2,20.1
ET5,Inner,2023-07-26T19:10:00Z,6,20,20
ET5,Inner,2023-07-26T19:10:00Z,7,NA,20.2
ET5,Inner,2023-07-26T20:10:00Z,1,14,19.5
ET5,Inner,2023-07-26T20:10:00Z,2,7.7,19.8
ET5,Inner,2023-07-26T20:10:00Z,3,10.5,19.8
ET5,Inner,2023-07-26T20:10:00Z,4,6.1,19.7
