Tree,Location,Timestamp,Depth,Moisture,Temperature
FB3,Inner,2023-08-03T12:08:00Z,1,18.1,22.6
FB3,Inner,2023-08-03T12:08:00Z,2,14.6,22.2
FB3,Inner,2023-08-03T12:08:00Z,3,42.3,22.2
FB3,Inner,2023-08-03T12:08:00Z,4,32.3,21.6
FB3,Inner,2023-08-03T12:08:00Z,5,19.2,21.7
FB3,Inner,2023-08-03T12:08:00Z,6,32.2,21.3
FB3,Inner,2023-08-03T12:08:00Z,7,NA,21.3
FB3,Inner,2023-08-03T13:08:00Z,1,18.4,20
FB3,Inner,2023-08-03T13:08:00Z,2,14.5,19.8
FB3,Inner,2023-08-03T13:08:00Z,3,42,20
FB3,Inner,2023-08-03T13:08:00Z,4,32.3,20
FB3,Inner,2023-08-03T13:08:00Z,5,19.2,20.1
FB3,Inner,2023-08-03T13:08:00Z,6,32.3,19.7
FB3,Inner,2023-08-03T13:08:00Z,7,NA,19.7
FB3,Inner,2023-08-03T14:08:00Z,1,18.7,20
FB3,Inner,2023-08-03T14:08:00Z,2,14.6,19.8
FB3,Inner,2023-08-03T14:08:00Z,3,42,20
FB3,Inner,2023-08-03T14:08:00Z,4,32.2,19.7
FB3,Inner,2023-08-03T14:08:00Z,5,19.2,20
FB3,Inner,2023-08-03T14:08:00Z,6,32.3,19.6
FB3,Inner,2023-08-03T14:08:00Z,7,NA,19.6
FB3,Inner,2023-08-03T15:08:00Z,1,18.8,20.1
FB3,Inner,2023-08-03T15:08:00Z,2,14.6,19.8
FB3,Inner,2023-08-03T15:08:00Z,3,42.1,20
FB3,Inner,2023-08-03T15:08:00Z,4,32.3,19.8
FB3,Inner,2023-08-03T15:08:00Z,5,19.2,20
FB3,Inner,2023-08-03T15:08:00Z,6,32.4,19.6
FB3,Inner,2023-08-03T15:08:00Z,7,NA,19.6
FB3,Inner,2023-08-03T16:08:00Z,1,18.9,20.1
FB3,Inner,2023-08-03T16:08:00Z,2,14.6,20
FB3,Inner,2023-08-03T16:08:00Z,3,42.1,19.8
FB3,Inner,2023-08-03T16:08:00Z,4,32.4,19.7
FB3,Inner,2023-08-03T16:08:00Z,5,19.3,20
FB3,Inner,2023-08-03T16:08:00Z,6,32.4,19.6
FB3,Inner,2023-08-03T16:08:00Z,7,NA,19.6
FB3,Inner,2023-08-03T17:08:00Z,1,19,20.1
FB3,Inner,2023-08-03T17:08:00Z,2,14.6,20
FB3,Inner,2023-08-03T17:08:00Z,3,42.1,19.8
FB3,Inner,2023-08-03T17:08:00Z,4,32.5,19.7
FB3,Inner,2023-08-03T17:08:00Z,5,19.3,20
FB3,Inner,2023-08-03T17:08:00Z,6,32.5,19.6
FB3,Inner,2023-08-03T17:08:00Z,7,NA,19.6
FB3,Inner,2023-08-03T18:08:00Z,1,19.1,20.1
FB3,Inner,2023-08-03T18:08:00Z,2,14.7,20
FB3,Inner,2023-08-03T18:08:00Z,3,42.1,19.8
FB3,Inner,2023-08-03T18:08:00Z,4,32.5,19.7
FB3,Inner,2023-08-03T18:08:00Z,5,19.3,20
FB3,Inner,2023-08-03T18:08:00Z,6,32.5,19.6
FB3,Inner,2023-08-03T18:08:00Z,7,NA,19.6
FB3,Inner,2023-08-03T19:08:00Z,1,19.2,20
FB3,Inner,2023-08-03T19:08:00Z,2,14.7,20
FB3,Inner,2023-08-03T19:08:00Z,3,42.1,19.8
FB3,Inner,2023-08-03T19:08:00Z,4,32.5,19.7
FB3,Inner,2023-08-03T19:08:00Z,5,19.3,19.8
FB3,Inner,2023-08-03T19:08:00Z,6,32.5,19.5
FB3,Inner,2023-08-03T19:08:00Z,7,NA,19.6
FB3,Inner,2023-08-03T20:08:00Z,1,19.3,20
FB3,Inner,2023-08-03T20:08:00Z,2,14.8,20
FB3,Inner,2023-08-03T20:08:00Z,3,42.1,19.8
FB3,Inner,2023-08-03T20:08:00Z,4,32.4,19.7
FB3,Inner,2023-08-03T20:08:00Z,5,19.3,20
FB3,Inner,2023-08-03T20:08:00Z,6,32.5,19.6
FB3,Inner,2023-08-03T20:08:00Z,7,NA,19.6
FB3,Inner,2023-08-03T21:08:00Z,1,19.6,19.8
FB3,Inner,2023-08-03T21:08:00Z,2,14.8,20
FB3,Inner,2023-08-03T21:08:00Z,3,42.2,20
FB3,Inner,2023-08-03T21:08:00Z,4,32.5,19.7
FB3,Inner,2023-08-03T21:08:00Z,5,19.4,20
FB3,Inner,2023-08-03T21:08:00Z,6,32.5,19.5
FB3,Inner,2023-08-03T21:08:00Z,7,NA,19.6
FB3,Inner,2023-08-03T22:08:00Z,1,20,19.7
FB3,Inner,2023-08-03T22:08:00Z,2,14.8,20
FB3,Inner,2023-08-03T22:08:00Z,3,42.2,20
FB3,Inner,2023-08-03T22:08:00Z,4,32.5,19.7
FB3,Inner,2023-08-03T22:08:00Z,5,19.3,19.8
FB3,Inner,2023-08-03T22:08:00Z,6,32.6,19.5
FB3,Inner,2023-08-03T22:08:00Z,7,NA,19.5
FB3,Inner,2023-08-03T23:08:00Z,1,20.2,19.6
FB3,Inner,2023-08-03T23:08:00Z,2,14.9,20
FB3,Inner,2023-08-03T23:08:00Z,3,42.2,20
FB3,Inner,2023-08-03T23:08:00Z,4,32.6,19.7
FB3,Inner,2023-08-03T23:08:00Z,5,19.4,20
FB3,Inner,2023-08-03T23:08:00Z,6,32.6,19.6
FB3,Inner,2023-08-03T23:08:00Z,7,NA,19.6
FB3,Inner,2023-08-04T00:08:00Z,1,20.2,19.5
FB3,Inner,2023-08-04T00:08:00Z,2,14.9,20
FB3,Inner,2023-08-04T00:08:00Z,3,42.2,20
FB3,Inner,2023-08-04T00:08:00Z,4,32.6,19.7
FB3,Inner,2023-08-04T00:08:00Z,5,19.4,20
FB3,Inner,2023-08-04T00:08:00Z,6,32.7,19.5
FB3,Inner,2023-08-04T00:08:00Z,7,NA,19.6
FB3,Inner,2023-08-04T01:08:00Z,1,20.3,19.5
FB3,Inner,2023-08-04T01:08:00Z,2,14.9,19.8
FB3,Inner,2023-08-04T01:08:00Z,3,42.3,20
FB3,Inner,2023-08-04T01:08:00Z,4,32.5,19.7
FB3,Inner,2023-08-04T01:08:00Z,5,19.4,19.8
FB3,Inner,2023-08-04T01:08:00Z,6,32.7,19.5
FB3,Inner,2023-08-04T01:08:00Z,7,NA,19.6
FB3,Inner,2023-08-04T02:08:00Z,1,20.3,19.3
FB3,Inner,2023-08-04T02:08:00Z,2,15,19.8
FB3,Inner,2023-08-04T02:08:00Z,3,42.3,19.8
FB3,Inner,2023-08-04T02:08:00Z,4,32.5,19.7
FB3,Inner,2023-08-04T02:08:00Z,5,19.3,19.8
FB3,Inner,2023-08-04T02:08:00Z,6,32.7,19.6
FB3,Inner,2023-08-04T02:08:00Z,7,NA,19.6
FB3,Inner,2023-08-04T03:08:00Z,1,20.4,19.3
FB3,Inner,2023-08-04T03:08:00Z,2,15,19.8
FB3,Inner,2023-08-04T03:08:00Z,3,42.3,19.8
FB3,Inner,2023-08-04T03:08:00Z,4,32.6,19.7
FB3,Inner,2023-08-04T03:08:00Z,5,19.4,19.8
FB3,Inner,2023-08-04T03:08:00Z,6,32.8,19.5
FB3,Inner,2023-08-04T03:08:00Z,7,NA,19.6
FB3,Inner,2023-08-04T04:08:00Z,1,20.4,19.3
FB3,Inner,2023-08-04T04:08:00Z,2,15.1,19.7
FB3,Inner,2023-08-04T04:08:00Z,3,42.3,19.8
FB3,Inner,2023-08-04T04:08:00Z,4,32.5,19.7
FB3,Inner,2023-08-04T04:08:00Z,5,19.4,20
FB3,Inner,2023-08-04T04:08:00Z,6,32.8,19.5
FB3,Inner,2023-08-04T04:08:00Z,7,NA,19.6
FB3,Inner,2023-08-04T05:08:00Z,1,20.5,19.3
FB3,Inner,2023-08-04T05:08:00Z,2,15.1,19.7
FB3,Inner,2023-08-04T05:08:00Z,3,42.3,19.8
FB3,Inner,2023-08-04T05:08:00Z,4,32.6,19.7
FB3,Inner,2023-08-04T05:08:00Z,5,19.4,19.8
FB3,Inner,2023-08-04T05:08:00Z,6,32.8,19.6
FB3,Inner,2023-08-04T05:08:00Z,7,NA,19.6
FB3,Inner,2023-08-04T06:08:00Z,1,20.5,19.3
FB3,Inner,2023-08-04T06:08:00Z,2,15.1,19.7
FB3,Inner,2023-08-04T06:08:00Z,3,42.3,19.8
FB3,Inner,2023-08-04T06:08:00Z,4,32.7,19.7
FB3,Inner,2023-08-04T06:08:00Z,5,19.5,20
FB3,Inner,2023-08-04T06:08:00Z,6,32.8,19.5
FB3,Inner,2023-08-04T06:08:00Z,7,NA,19.6
FB3,Inner,2023-08-04T07:08:00Z,1,22.5,19.3
FB3,Inner,2023-08-04T07:08:00Z,2,15.2,19.7
FB3,Inner,2023-08-04T07:08:00Z,3,42.4,19.8
FB3,Inner,2023-08-04T07:08:00Z,4,32.6,19.7
FB3,Inner,2023-08-04T07:08:00Z,5,19.4,19.8
FB3,Inner,2023-08-04T07:08:00Z,6,32.8,19.5
FB3,Inner,2023-08-04T07:08:00Z,7,NA,19.6
FB3,Inner,2023-08-04T08:08:00Z,1,22.3,19.3
FB3,Inner,2023-08-04T08:08:00Z,2,15.5,19.6
FB3,Inner,2023-08-04T08:08:00Z,3,42.4,19.8
FB3,Inner,2023-08-04T08:08:00Z,4,32.7,19.7
FB3,Inner,2023-08-04T08:08:00Z,5,19.5,19.8
FB3,Inner,2023-08-04T08:08:00Z,6,32.8,19.5
FB3,Inner,2023-08-04T08:08:00Z,7,NA,19.6
FB3,Inner,2023-08-04T09:08:00Z,1,22.2,19.3
FB3,Inner,2023-08-04T09:08:00Z,2,15.7,19.6
FB3,Inner,2023-08-04T09:08:00Z,3,42.5,19.8
FB3,Inner,2023-08-04T09:08:00Z,4,32.7,19.7
FB3,Inner,2023-08-04T09:08:00Z,5,19.5,19.8
FB3,Inner,2023-08-04T09:08:00Z,6,32.9,19.6
FB3,Inner,2023-08-04T09:08:00Z,7,NA,19.6
FB3,Inner,2023-08-04T10:08:00Z,1,22.1,19.3
FB3,Inner,2023-08-04T10:08:00Z,2,15.9,19.6
FB3,Inner,2023-08-04T10:08:00Z,3,42.5,19.8
FB3,Inner,2023-08-04T10:08:00Z,4,32.7,19.7
FB3,Inner,2023-08-04T10:08:00Z,5,19.6,20
FB3,Inner,2023-08-04T10:08:00Z,6,32.9,19.5
FB3,Inner,2023-08-04T10:08:00Z,7,NA,19.6
FB3,Inner,2023-08-04T11:08:00Z,1,22,19.6
FB3,Inner,2023-08-04T11:08:00Z,2,16,19.6
FB3,Inner,2023-08-04T11:08:00Z,3,42.6,19.8
FB3,Inner,2023-08-04T11:08:00Z,4,33,19.7
FB3,Inner,2023-08-04T11:08:00Z,5,19.7,19.8
FB3,Inner,2023-08-04T11:08:00Z,6,33,19.5
FB3,Inner,2023-08-04T11:08:00Z,7,NA,19.6
FB3,Inner,2023-08-04T12:08:00Z,1,21.9,19.8
FB3,Inner,2023-08-04T12:08:00Z,2,16.2,19.7
FB3,Inner,2023-08-04T12:08:00Z,3,42.6,19.7
FB3,Inner,2023-08-04T12:08:00Z,4,33,19.7
FB3,Inner,2023-08-04T12:08:00Z,5,19.7,19.8
FB3,Inner,2023-08-04T12:08:00Z,6,33,19.5
FB3,Inner,2023-08-04T12:08:00Z,7,NA,19.6
FB3,Inner,2023-08-04T13:08:00Z,1,21.8,20
FB3,Inner,2023-08-04T13:08:00Z,2,16.3,19.7
FB3,Inner,2023-08-04T13:08:00Z,3,42.6,19.7
FB3,Inner,2023-08-04T13:08:00Z,4,33,19.6
FB3,Inner,2023-08-04T13:08:00Z,5,19.7,20
FB3,Inner,2023-08-04T13:08:00Z,6,33.1,19.5
FB3,Inner,2023-08-04T13:08:00Z,7,NA,19.6
FB3,Inner,2023-08-04T14:08:00Z,1,21.7,20
FB3,Inner,2023-08-04T14:08:00Z,2,16.3,19.7
FB3,Inner,2023-08-04T14:08:00Z,3,42.6,19.7
FB3,Inner,2023-08-04T14:08:00Z,4,33,19.6
FB3,Inner,2023-08-04T14:08:00Z,5,19.7,20
FB3,Inner,2023-08-04T14:08:00Z,6,33.1,19.6
FB3,Inner,2023-08-04T14:08:00Z,7,NA,19.5
FB3,Inner,2023-08-04T15:08:00Z,1,21.7,20
